adj.P.Val.SCoV.over.Mock	geneSymbol	Log.P.Value.SCoV.over.Mock	logFC.SCoV.over.Mock
0.142790201	CWF19L1	10.85825692	-0.481641867
0.068257836	ORC3	15.07852255	-0.631095599
0.485888701	ORC3	4.114585622	-1.599712277
0.200672814	METTL3	8.961685459	-0.512897176
0.001764231	MYOF	38.39100324	2.764511665
0.01614003	IQSEC1	23.64834206	-1.261135185
0.790393346	IQSEC2	1.413906669	-0.400226299
0.035202761	PHACTR4	18.92465704	0.864742045
0.151064691	GYS1	10.54246033	-0.5002764
0.009284421	GYS2	27.18548616	3.056358601
0.224102615	FTO	8.349221586	-0.584943671
0.860222851	FTO	0.908187929	-0.320243368
0.105900776	RPAP1	12.55828572	-0.784098496
0.003760512	POLR1B	33.16607607	-1.931848253
0.062805878	SETD1A	15.56531272	0.764144988
0.098192424	SETD1B	12.98156773	0.855274419
0.001546143	PLIN3	39.29716654	2.097474774
0.061193227	PLIN3	15.70894035	2.856108599
0.000812154	PLIN3	43.92472722	13.23293105
0.000561557	TXNRD1	46.63353132	-4.337630655
0.258327509	TXNRD1	7.568511159	0.849832112
0.711394183	TXNRD1	2.001566709	0.779406465
0.419206601	TXNRD2	4.909233178	0.829631775
0.039935419	TXNRD2	18.17201208	1.339752195
0.293945176	ETF1	6.845170551	-0.502188579
0.412899125	BAIAP2L1	4.99068322	0.284755956
0.006330292	TES	29.69052929	1.922332672
0.007694631	MAGED2	28.4233634	1.533865915
0.051779507	MAGED1	16.6560448	6.65997221
0.51431954	RTF1	3.799752201	0.226120462
0.42109556	ARID4B	4.883680699	0.481488087
0.165956908	SMPD4	10.00101913	-0.630176318
0.126271544	PPP5C	11.54121899	-0.593869274
0.009710116	RBM12B	26.87063665	1.446611573
0.416334014	RNH1	4.947647936	-0.352625473
0.003996186	EIF2A	32.78889212	-1.562372395
0.00418294	PRPF19	32.46233693	-1.759843007
0.070704544	ANXA5	14.89420504	0.889953982
0.050542979	DNTTIP2	16.80486048	-0.697682279
0.016765172	AHCYL1	23.37944853	-1.564791984
0.050748133	AHCY	16.78258271	-0.831777111
0.628257498	AHCYL2	2.716834414	-0.302121099
0.01046589	CECR2	26.39380743	1.177982744
0.496449711	PANK4	3.999424531	-0.278864089
0.789412674	BAZ1A	1.42099378	-0.107744225
0.366037652	GNPAT	5.645922205	-0.441653395
0.17390279	ERO1A	9.750610272	0.502761782
0.026585645	ERO1B	20.58948609	2.312802744
0.000216549	ABCD1	55.58948529	10.62638387
0.018526236	ABCD2	22.77929359	4.76293421
0.144573989	PA2G4	10.78585499	-0.734349408
0.385212957	LARS2	5.365875865	-0.300362216
0.607899494	PMPCA	2.895493165	-0.214498459
0.607899494	RPN2	2.894586017	-0.202317338
0.064708291	ABAT	15.38944446	-1.069922151
0.049377877	VDAC1	16.93908517	1.048884853
0.036940637	VDAC3	18.63499207	1.048346059
0.061002297	SWAP70	15.72869042	1.041349477
0.000288039	C4B_2	52.92100822	8.54708064
0.013163377	RHPN2	24.95500464	1.248618702
0.029938147	SCAPER	19.89359298	-1.0098702
0.120209758	NCOA3	11.8217796	0.684900548
0.164687141	POP1	10.04209408	0.49772904
0.007710625	EDC3	28.40395565	-1.363586656
0.01974419	ATG2B	22.38734688	-1.414913078
0.000887081	ZNF609	43.2091507	4.391332843
0.002986675	CDH1	34.64244737	2.397874394
0.023560301	STRN3	21.29836878	-0.94716578
0.015536503	STRN3	23.91250088	2.085007732
0.00843288	STRN4	27.81319476	-1.230791772
0.539080092	VPS11	3.548080411	-0.297332441
0.132807557	SYNRG	11.25494814	0.734366449
0.045993033	GIT1	17.34010871	0.830613141
0.195095258	GIT2	9.11972701	0.809753162
0.037597339	GIT2	18.52893114	2.113148477
0.055261885	GTF3C3	16.28878153	-0.973180634
0.002067414	ACAA2	37.17729614	2.099711012
0.027035755	MAP3K20	20.49414955	-1.578645228
0.109848432	MAP3K20	12.33583941	-0.769928748
0.76387902	NFATC2	1.604248113	-0.129059283
0.546847519	NFATC3	3.472240716	-0.266873476
0.000410135	NFATC4	49.11881193	5.110365476
0.175872828	NFATC1	9.69026118	1.280171537
0.000571658	RACGAP1	46.53185665	-3.315305371
0.017809864	RAF1	23.03155832	-1.019157782
0.476272762	BRAF	4.225721005	0.549211446
0.035336456	ARAF	18.89332501	1.336938321
0.102815247	SMC6	12.72636545	0.5715846
0.680080545	PGM3	2.267942547	0.133429555
0.248590863	CIC	7.775776264	0.437667021
0.930506883	CIC	0.44008475	0.122954425
0.015900809	CFH	23.74571523	-1.267699601
0.566315862	GALNT7	3.280003351	0.269586509
0.045315895	WDR48	17.4340649	-1.024322749
0.001177872	PMS1	41.12529934	-3.658449001
0.326326937	MEPCE	6.257981945	0.388122685
0.005281931	7-Sep	30.84851244	1.536069456
0.89787117	7-Sep	0.65656692	-0.233575432
0.028044805	11-Sep	20.27453072	1.385540819
0.013395812	6-Sep	24.85195828	2.954513752
0.077014513	10-Sep	14.39047448	0.816533725
0.85242814	8-Sep	0.961287115	0.122211687
0.198168739	FAM83H	9.037681226	-0.430905848
0.000158155	ACOX3	58.60135443	11.05751828
0.218898712	PSMC6	8.476601777	-0.511398976
0.700080998	NOP2	2.099222962	0.126610752
0.973912168	NOP2	0.149004793	-0.03690341
0.001849391	TBC1D15	38.01068082	-3.25435675
0.038851472	ACBD3	18.34578463	0.83042417
0.223178306	INTS6	8.372866741	0.551610427
0.014382238	INTS6L	24.37548975	-1.513282832
0.696797428	API5	2.128879377	0.141525487
0.013736745	API5	24.68455727	-6.102645318
0.266883814	VPS41	7.38628002	-0.395547924
0.007627636	ARHGAP45	28.47587011	1.48455556
0.017870402	TRIP10	23.00945088	1.388257703
0.748979411	RBM14	1.718127195	-0.11017821
0.418078471	RBM14	4.924958902	0.600997372
0.462376003	ANKLE2	4.384187584	0.224917742
0.001709521	MAP7D1	38.65218047	2.706039853
0.799843485	TFIP11	1.342840729	-0.126511368
0.002845712	HDGF	34.98467167	2.238871822
0.420946832	HDGF	4.888227316	3.604894345
0.000498646	DLGAP5	47.62455514	-4.1036795
0.380446919	PUM1	5.436141372	-0.319802969
0.607899494	PUM1	2.894683334	0.425668447
0.857569461	PUM2	0.927355222	-0.187067694
0.294106267	PUM2	6.842032219	1.888629498
0.003087745	SNX5	34.4248723	-2.244919629
0.431111307	SNX6	4.759066193	0.419140903
0.058528587	SNX32	15.96665686	-3.295309209
0.000252284	MVP	54.27918003	7.570986366
0.802734296	MVP	1.320428304	0.534548137
0.000288039	SLC12A2	52.42189747	-4.018680514
0.009710116	KIFC1	26.87027413	-2.858602953
0.58052687	HECTD3	3.145853279	-0.186213834
0.335371618	FAM114A1	6.115296546	0.311795981
0.019255193	FAM114A1	22.53844865	5.443919519
0.198722818	GPHN	9.019229052	-0.573918845
0.045882454	ALDH9A1	17.35829052	-0.788954001
0.021887258	CORO1C	21.75824977	-1.169535469
0.376732338	CORO1B	5.488284148	-0.423799448
0.275144443	CORO6	7.216698427	3.24059462
0.590356827	GLYR1	3.053958715	0.22368744
0.397755752	GLYR1	5.196045795	-1.061778862
0.570710182	GLYR1	3.239441304	-0.685668471
0.575997248	NHLRC2	3.188517434	0.203729492
0.200672814	SERPINH1	8.961894949	-0.507939768
0.535966574	SH3KBP1	3.586926497	0.296615998
0.013895322	FLOT1	24.6159831	1.522838177
0.073968919	SRP54	14.61617765	-0.817732427
0.003432599	NOLC1	33.78469364	-1.616543375
0.511913174	OSBPL11	3.827767938	-0.247686596
0.009325332	OSBPL10	27.14950375	2.469744801
0.83859864	EPHX2	1.068295974	-0.070763045
0.10815666	NELFB	12.43173813	0.545447369
0.00045295	FGG	48.23322315	-4.778404751
0.015749624	HARS	23.80913595	-1.092871118
0.970905642	HARS2	0.171286082	-0.020055252
0.21040582	COG4	8.703177868	-0.561829697
0.790573565	CCDC22	1.412069139	-0.122179876
0.031959085	APC	19.49053978	-0.835719818
0.030386111	ZNF326	19.81441301	0.924039566
0.000705195	NCAPD3	45.00037961	-4.363285937
0.013078108	GREB1L	24.99957148	-1.356284004
0.01440389	GREB1	24.36742377	-1.641440608
0.291920685	BIN1	6.880141351	-0.412349541
0.298355462	BIN1	6.757439889	5.057220384
0.718359865	BIN1	1.950562006	0.806698691
0.214664402	ARHGAP12	8.589570426	-0.56841684
0.883121787	ARHGAP12	0.752220984	0.318932201
0.201984831	PDZK1	8.921776873	-0.438550635
0.198787798	INTS4	9.016765162	0.558756626
0.286854916	GAPDH	6.970516638	0.359629004
0.031072641	GAPDH	19.66249999	-1.517393292
0.298932799	DNAJC10	6.748171746	0.325303381
0.26350275	USP48	7.454526621	0.574351455
0.869864734	PCCA	0.841756497	0.062078221
0.044130299	TIMM44	17.59353652	-1.065237213
0.028302903	OGFR	20.22896609	0.884932257
0.104516448	ABL1	12.63574927	-0.888439065
0.832696043	ABL2	1.111446263	0.18636257
0.592353523	ABL2	3.034680102	-0.603543757
0.708018936	PPP1R10	2.03008794	-0.115489233
0.000680253	LSS	45.29715921	-2.895107554
0.000887368	DDX24	43.20056278	-2.975352728
0.686580985	TROVE2	2.212487885	-0.177740182
0.284095283	CHERP	7.02412412	0.342707181
0.645792787	EXOC2	2.568664347	0.172908685
0.790059837	SNX1	1.416587149	-0.093843121
0.239686443	SNX2	7.98760942	-0.838978047
0.230914648	SNX2	8.183487472	-0.917038137
0.730501589	TAOK1	1.85643317	0.134927381
0.015072013	TAOK3	24.08897129	1.065363712
0.147674886	TAOK2	10.66627717	-0.661829547
0.680546384	HIRA	2.264524932	-0.188469574
0.838584425	COPE	1.069200063	0.076352873
0.059861391	SCAF1	15.83904062	0.728375534
0.03512536	SACM1L	18.93954131	-0.948678633
0.02337782	TRIM2	21.35186095	1.171296661
0.006232268	TRIM3	29.77201973	3.565447884
0.046942635	RPL4	17.22441554	1.163375819
0.23304611	MTMR3	8.136528722	0.481208375
0.016161846	NCOA5	23.63199801	1.430859469
0.33515156	TCF25	6.119208874	0.319840898
0.029798078	UBE4A	19.92075074	-0.995302775
0.335495819	UBE4A	6.113157725	0.638954545
0.051916176	POLDIP3	16.64181332	-0.83012625
0.406123797	POLDIP3	5.082761763	-1.142633915
0.002642489	TXLNG	35.50897923	-2.363534298
0.666168992	TXLNGY	2.39156521	0.455939741
0.007401971	PCYT2	28.67456274	-1.546019522
0.001260973	EIF3E	40.66116368	-2.200641932
0.955105333	PSMD6	0.275067869	0.019886671
0.08625802	POLG	13.74701846	0.635563586
0.163746567	PPP1CA	10.07238428	-0.85718752
0.013920027	PPP1CC	24.59197364	-3.929560609
0.009001761	PPP1CB	27.3956211	1.341463102
0.041661073	UNC13B	17.9120789	-1.154021124
0.004296927	UNC13B	32.21411362	-6.751417063
0.045172516	UNC13B	17.45478735	6.236750485
0.002057695	UNC13C	37.2327568	3.854179421
0.004909531	GSR	31.30987875	-1.689895785
0.000158155	PAH	58.40431015	-9.4949736
0.315918947	PIK3C3	6.435200473	0.334229029
0.035886259	ADSL	18.80511883	-1.005862573
0.098555576	PLCB1	12.9581175	-0.67696354
0.520729469	PLCB1	3.739756339	1.137108134
0.001063459	PHLDB2	41.85606397	3.340175217
0.022319101	PHLDB2	21.64680302	1.985808593
0.010977727	ACAD11	26.09037719	-1.963981315
0.004245199	ACAD11	32.29260782	9.357025379
0.026515168	COLGALT1	20.60469469	-1.029134725
0.004059259	AMPD2	32.69157739	-1.69779332
0.015222112	AMPD3	24.02801953	2.80356116
0.140530556	PGAM1	10.94136371	0.578984156
0.550572999	RARS2	3.435695833	-0.199201955
0.001954411	MTR	37.55870066	2.965702418
0.499299111	EXOC5	3.964925734	0.288245572
0.037597339	SPG11	18.52863366	1.227644735
0.026232038	OLA1	20.66631048	-1.490891414
0.038536317	GK	18.38938653	-0.877768733
0.032930472	TRMT10C	19.31671241	-1.106758383
0.000158155	ABCF2	57.91225709	-5.333058982
0.028674842	FMNL2	20.1537262	-1.219910299
0.045576275	FMNL3	17.39801665	0.92836597
0.265041865	CPOX	7.422021315	-0.415328718
0.012892326	WDR62	25.09186581	-2.031158599
0.015954422	ERBB3	23.71667529	2.369381166
0.725534468	RUFY1	1.895180411	-0.153279843
0.973912168	IRF2BP1	0.1492974	-0.014915357
0.01116702	PAICS	25.97486507	-1.266805554
0.000303107	GSN	51.91742944	4.544281422
0.418083698	GSN	4.92366703	1.468740051
0.209544739	SLC27A4	8.723932735	-0.665545042
0.002406728	SLC27A1	36.16608277	6.10224439
0.000384665	ABLIM1	49.812126	4.026568298
0.015881141	UBR3	23.75254899	-1.801120337
0.729658691	RANBP3	1.864483793	-0.112546859
0.012351982	RANBP3	25.34932901	-6.704590238
0.283092395	VPS39	7.047249473	0.41711729
0.031530901	HDGFL2	19.57450053	1.073888987
0.485115661	AKAP8L	4.122471053	-0.331414372
0.260361461	AKAP8L	7.524977673	2.177664499
0.173995917	IK	9.747649577	-0.638277975
0.105427049	SCAF4	12.58436437	0.600762713
0.337532778	ACAT2	6.083686107	-0.459502481
0.039716866	TNRC18	18.2061431	-0.924066728
0.039730424	BAHCC1	18.20364365	-1.753930795
0.008200384	KDM6A	28.00222346	2.134029415
0.005866003	SLC27A2	30.19596954	-2.178436487
0.347028498	ATL3	5.930437086	0.401637198
0.222226178	ATL3	8.396189183	1.655554744
0.001103218	HMMR	41.55384559	-5.514173148
0.463114939	LARP4B	4.374797099	-0.295946915
0.701090775		2.089448915	-0.120299883
0.787740111	ARPC1A	1.436568422	-0.254524059
0.022693821	ARPC1B	21.53678333	2.104467283
0.000140942	ASPM	59.95284303	-5.164487875
0.513336597	ZC3H7B	3.812360826	-0.28828542
0.968668861	ZC3H7A	0.186169419	-0.019612005
0.081495414	MAN2B1	14.06038229	-0.654265746
0.276915697	UAP1L1	7.178180855	-0.498842363
0.096267915	UAP1	13.09563638	-1.032197722
0.659624814	CWC22	2.445188256	-0.15615276
0.402303391	ZBTB10	5.132940499	-0.316613118
0.947961837	LMAN1	0.322212124	-0.0266455
0.012569353	WDR6	25.24542484	-2.002511006
0.002708835	GNL3	35.33272141	-3.029542892
0.136856038	GALK1	11.08286566	-0.601417992
0.014558177	ARHGAP18	24.292293	-1.426425165
0.065342758	PAF1	15.32718498	-0.665389157
0.457495558	NFKB2	4.4381384	-0.335340006
0.864854453	NFKB2	0.871342454	0.199773627
0.627859284	OTUD7B	2.720497434	-0.222339023
0.086949553	CLCC1	13.70048571	-0.68710876
0.026691032	SPATA5L1	20.56523708	-1.187371643
0.123697484	PRKAR2A	11.65992338	0.54611613
0.014754182	PRKAR2B	24.21758633	-1.634740473
0.539176173	NOP14	3.546802444	-0.289033904
0.123314134	FBXL18	11.67939099	0.647627752
0.012722786	PROX1	25.17198416	1.13557606
0.012079835	LOC102724159	25.48725108	-1.29510555
0.000140942	KPNA2	61.48325908	-6.377315309
0.316130762	PPP2R2A	6.431751433	-0.369209831
0.622641125	PPP2R2D	2.767670564	-0.28893344
0.94658198	PPP2R2B	0.331153115	-0.118758576
0.106434439	RBM39	12.52496818	-0.783674677
0.123452785	ACSF2	11.67145064	0.570753742
0.078976256	PHKA2	14.24308136	1.204972194
0.075406009	KEAP1	14.50946162	-1.023322498
0.630000391	PPM1B	2.703893799	0.20157836
0.040905819	PPM1A	18.03171676	0.914586388
0.02337782	HPS3	21.35266	1.234262852
0.334876708	HPS3	6.124333172	1.806832882
0.497446236	ATG7	3.987338001	-0.241416945
0.00828232	PLOD3	27.92998822	-1.447519726
0.012247415	METAP2	25.39517548	-1.487372505
0.001752896	METAP2	38.47117964	-8.254830186
0.633241118	SMG8	2.674797743	0.161117973
0.195469205	STRIP1	9.108944496	0.549860653
0.853651339	STRIP2	0.950943884	-0.16329475
0.319167999	MIPEP	6.377328952	-0.348078023
0.539080092	CRNKL1	3.548048819	0.332953516
0.768105682	SEL1L	1.573492473	-0.164179591
0.269237788	HSPA14	7.337401464	-0.550628634
0.204931321	RIPOR1	8.846088849	0.688271786
0.996961563	ZHX2	0.017476489	-0.002104367
0.022899836	ZHX3	21.47257632	-1.741613016
0.023236207	EDEM3	21.39062171	-1.279932026
0.033195041	ATP7B	19.27434163	-0.838405849
0.004230847	ATP7A	32.33442635	3.589843192
0.142790201	WDR43	10.85793045	-0.673455122
0.008078875	PTPN6	28.10146427	1.5694111
0.005038782	ARHGEF40	31.1231401	1.403787938
0.00902302	SQOR	27.37200505	1.364995904
0.557477668	ATP6V0A1	3.367487978	-0.178569843
0.539681029	ATP6V0A2	3.540376651	0.258813087
0.004519956	TCIRG1	31.898477	2.12902017
0.002147105	NDUFV1	36.94398225	-2.093855709
0.571436824	NDUFV1	3.231586746	-0.854546235
0.858993719	PPP6R1	0.917272152	0.065213394
0.050467941	TBL1X	16.81506501	-1.022236827
0.227305729	TBL1XR1	8.274202746	0.510366055
0.04193243	TKFC	17.87182214	0.816104558
0.000410135	GLS	49.12843546	-3.666793413
0.002450361	GLS	36.01879959	-4.292099072
0.895692006	ACAA1	0.669546888	0.05747743
0.001720029	ANKRD52	38.59173111	-3.306534522
0.020440365	NOL11	22.17896438	-1.287808554
0.553228738	PARG	3.409159242	-0.231595444
0.119472699	PARG	11.85824381	1.417831141
0.356552481	LRCH4	5.780341922	-0.392273392
0.007941718	ACADSB	28.22839963	-1.671873691
0.296518223	ZNF644	6.79797386	-0.383350204
0.026442392	RCC1	20.61884908	1.046951972
0.008392136	LRCH3	27.85217514	-1.672616543
0.556830197	LRCH1	3.375347726	0.34580399
0.327484856	WFS1	6.237264975	-0.352946729
0.018471235	PIBF1	22.79821736	-1.359654343
0.625061329	TBK1	2.743989091	0.169366149
0.098562834	IKBKE	12.95478282	-0.884411087
0.030881117	TSC1	19.70943207	0.960251424
0.564231162	DHX34	3.299754191	-0.213897288
0.002131692	PREPL	36.99175311	-2.20737402
0.002667702	SHANK2	35.43873581	2.105359443
0.172221193	SHANK3	9.803629818	-1.389895133
0.466944421	SHANK2	4.329715051	1.286766779
0.854411763	WDR26	0.946665593	-0.078280194
0.016049384	LRPAP1	23.68205267	-1.381635365
0.198722818	PCYOX1	9.019501071	0.457162349
0.995459852	UIMC1	0.025573504	-0.002952829
0.009246845	FARP1	27.21085149	1.25711457
0.099280836	LSG1	12.91422824	-0.739804025
0.047501814	APMAP	17.16149387	-1.043359804
0.229354399	CBL	8.221766467	0.578545476
0.806543002	CBLB	1.294399123	0.152690991
0.000722056	TIMELESS	44.80327322	-5.932473505
0.49807208	HAUS6	3.978984474	0.247752041
0.001768159	GMIP	38.3625249	5.279746192
0.3814415	SARS2	5.421450479	0.375286279
0.001909779	TCAF1	37.719451	-2.646265227
0.350386917	ATR	5.877668508	-0.473253784
0.543720896	CLINT1	3.503269388	-0.202807195
0.958201518	CLINT1	0.255469304	0.136851748
0.025730703	ADK	20.78123846	-1.05474669
0.011143964	DNAJB1	25.98726476	1.723807642
0.05008433	DNAJB1	16.85889957	3.000028029
0.08170106	DNAJB4	14.04490477	-0.810018811
0.804952827	RBM12	1.305494821	0.099069343
0.010258392	TERF2IP	26.53051169	-1.54883678
0.559914031	METTL13	3.344472843	0.270195884
0.575903977	TUBGCP3	3.190790091	-0.288089065
0.00463546	BCAR1	31.71365169	1.720799169
0.014021981	NOTCH2	24.54554312	1.332314664
0.001752524	NOTCH1	38.48165555	4.978421706
0.000453299	NOTCH3	48.21822284	8.70857609
0.015693067	MAP2K2	23.84702961	-1.292525089
0.00663866	MAP2K1	29.36244179	-1.70940798
0.009834895	NCOA2	26.78016931	-1.628401791
0.52802129	EXOC1	3.665723942	-0.271053385
0.346909554	CWF19L2	5.933505232	-0.354033524
0.002476767	FNBP1L	35.96121783	2.633685573
0.031987766	LRWD1	19.48554381	0.860677552
0.533344644	PSIP1	3.611542831	0.293066956
0.451323031	PSIP1	4.512528786	1.504544936
0.527808776	COBL	3.669680515	0.24214465
0.927634998	ACAP2	0.460691115	-0.03762136
0.030487003	ACAP3	19.79040244	-1.739526947
0.02124807	TEX10	21.95352839	1.307202207
0.127504391	COPS4	11.49205704	-0.580723481
0.11914481	BLMH	11.87514871	-0.77966159
0.216506992	HNRNPD	8.542852477	0.678050711
0.284634497	HNRNPDL	7.013081862	0.443183333
0.438601085	HNRNPAB	4.670802981	-0.372663699
0.097308728	HNRNPDL	13.03025915	0.818427712
0.418078471	FH	4.925156498	-0.353685561
0.15229265	LRSAM1	10.49495807	-0.51971031
0.002763177	ZNF592	35.17262702	2.610303286
0.022554364	SLC3A2	21.57734288	-1.297559055
0.708059101	SLC3A2	2.028966776	0.265887395
0.033748473	PDE3A	19.17867607	-1.379318115
0.965030491	COL4A3BP	0.211609135	-0.02036297
0.029992618	PPIL2	19.88117673	-0.938344386
0.003754951	FAF2	33.17854403	2.259212469
0.000258081	PPP1R13L	54.12849421	5.868732591
0.271891785	ASH2L	7.284086464	0.392721376
0.033808069	EEF2K	19.16452998	-1.071718356
0.683916569	ATP11A	2.234647121	0.137259484
0.278303967	SSH3	7.146568073	0.672449302
0.015881141	G3BP1	23.75377297	-1.174318031
0.539080092	PEX5	3.548252932	0.213741818
0.971704881	PEX5	0.166669923	-0.03427557
0.23105209	SUN1	8.179726664	-0.385467929
0.828817791	MAPK1	1.139222114	0.090988697
0.331302205	MAPK3	6.176285533	-0.434475376
0.715797078	MAPK6	1.969097818	0.160089207
0.128987501	PHKB	11.42377415	-0.607375265
0.727057542		1.883032247	0.116977385
0.722141284	MED17	1.922497624	-0.417059709
0.16964584	C11orf54	9.880549512	-0.603040105
0.247233911	NR3C1	7.804740683	0.512051846
0.213736978	NR3C1	8.614985725	2.307153914
0.005607059	DRG1	30.48812826	-1.762893521
0.036065943	TTC28	18.77394194	1.377271909
0.022637922	NGLY1	21.55501003	1.11569371
0.001379487	MAGI3	40.07107777	3.918743815
0.00123992	KIF3B	40.78574857	2.684511343
0.026551482	KIFC3	20.59624948	2.377563517
0.027480428	KIFC3	20.38389551	10.24599356
0.001374571	KIF3C	40.10835242	7.997962222
0.296571434	SUGT1	6.796645437	0.325220486
0.036687188	SUGT1	18.67206766	-1.056547221
0.084421344	RPL3	13.86521282	0.696884043
0.000377098	PSAP	50.01387045	-4.090129219
0.066309862	2-Sep	15.24272631	0.732062147
0.010166088	TONSL	26.59484927	-1.72988118
0.111515943	PPP1R7	12.25441763	0.668110707
0.583449149	PPP1R7	3.118948265	-0.866587385
0.005962501	PPP1R7	30.0520757	-10.77721569
0.885766193	FERMT2	0.732522315	0.05611002
0.318649476	FERMT1	6.387073918	-0.536473671
0.000800115	SUN2	44.02251298	4.641326988
0.60429736	ACY1	2.926817951	-0.231679792
0.397144876	MAPRE1	5.203401	-0.334895733
0.43827713	MAPRE3	4.674509692	0.563094127
0.484727164	BRD8	4.126921017	0.336082648
0.030976287	SORD	19.68936481	-1.141998076
0.000629727	BRAT1	45.76821285	-3.430326896
0.26953724	TRMT1L	7.332009258	0.362810783
0.067330868	DCTN2	15.15239484	-0.76643192
0.000545178	PLIN2	46.93451507	4.828882434
0.918056052	CNN3	0.517766376	-0.045804548
0.020936613	PIK3R2	22.03575449	1.103509298
0.040534571	PIK3R1	18.08480074	-1.391626989
0.005891731	LOC110117498-PIK3R3	30.16510087	8.593739318
0.810715836	SLMAP	1.268756961	0.126846071
0.0027506	MARF1	35.23309442	1.706739422
0.049144665	FAH	16.97005009	0.88772133
0.017361446	VRK1	23.17289963	-1.189788423
0.014740746	TBCD	24.2245611	-1.276852935
0.124797433	SOS1	11.60469901	0.668879997
0.020776489	SOS2	22.08527105	1.691145198
0.7874125	YES1	1.438799521	-0.114841651
0.974384722	SRC	0.146507872	-0.025935631
0.400253857	FYN	5.160809708	0.393749635
0.038139146	LCK	18.44881765	5.879090748
0.237988155	VPS26A	8.02546669	-0.370564896
0.030982541	PTPN1	19.6862557	-1.189568987
0.015493125	CHDH	23.92760596	-1.715843959
0.086361445	PRMT5	13.74102305	-0.665496107
0.002194391	BRCA1	36.78812044	-4.559585717
0.424020615	APEH	4.846095618	-0.590662476
0.654353513	RCN2	2.491258709	-0.205661176
0.05105121	ACBD5	16.74613809	0.863061274
0.281122406	ACBD5	7.090507571	1.851198657
0.000410135	ACBD4	49.23221629	4.328274247
0.076515561	EIF3L	14.42381734	-0.812423475
0.036380972	STAT5B	18.72587892	1.328493251
0.063839158	STAT5A	15.46901842	3.412240635
0.610909007	CACTIN	2.868100069	0.245061646
0.843528907	WDR70	1.029571837	0.080813209
0.001847515	ARNT	38.03324052	3.796975756
0.030850675	EIF3M	19.7159524	-1.318329767
0.004612813	TAF1	31.74829079	1.576412769
0.004876249	TAF1L	31.35745431	5.335467129
0.647506471	ARMT1	2.550901362	0.209695952
0.369884692	SMARCD1	5.587087211	0.302457928
0.014741446	SMARCD2	24.22284575	-1.127957976
0.028349675	SMARCD3	20.21833138	2.66057178
0.039706601	GATM	18.21031872	-1.313540776
0.013927395	PAFAH1B1	24.58577402	-1.161179106
0.876893772	GLE1	0.793334842	0.048362036
0.505893355	YWHAE	3.890910293	-0.237590242
0.01974419	YWHAZ	22.39039092	1.176018089
0.300050149	YWHAH	6.724090919	0.657128097
0.221330672	YWHAQ	8.419080748	0.625930284
0.076303097	YWHAG	14.439176	0.84738798
0.898005665	SFN	0.655512113	-0.063780221
0.047713254	YWHAB	17.13838081	1.433219415
0.688612529	IPO11	2.193700371	-0.257948374
0.035940225	HGD	18.79437431	-1.003423024
0.132996296	NAPRT	11.24466402	0.862525343
0.005832728	RFC3	30.22780855	-1.498565075
0.049834353	WARS	16.88779906	-0.819316835
0.3480112	ATP6V1H	5.914473358	-0.357249316
0.873891734	PDZD8	0.811945805	0.094451958
0.776780455	PHF14	1.51226134	-0.101356409
0.016779837	MDH2	23.37141358	-1.186259542
0.380432113	BRAP	5.437076681	0.286125141
0.001546143	ADSS	39.3001441	-2.16640463
0.005486501	ADSSL1	30.63780304	5.85962149
0.281705987	FARSA	7.075795537	-0.373722908
0.868287488	LDHA	0.851682722	0.089612118
0.124476309	LDHA	11.62156945	6.097459147
0.511550703	LDHB	3.831322625	-1.868146077
0.321097783	LDHC	6.346736992	0.749387744
0.9513135	AP1M1	0.301201351	-0.019573355
0.007941718	EPS8L3	28.22354959	-1.972860618
0.001207086	KAT6A	40.95438386	2.7408548
0.037597339	KAT6B	18.52855362	3.132891671
0.392910328	UQCRC1	5.260498123	-0.316835974
0.273133853	HSPE1	7.255852005	0.712720117
0.013953244	HSPE1-MOB4	24.57307383	-1.575854595
0.090884239	NFRKB	13.43006237	-0.841433621
0.940897344	COG8	0.373955709	0.033120978
0.03451408	GTF2F1	19.04163317	-0.945789183
0.013920027	IKBIP	24.59205343	-1.57231244
0.135760247	IKBIP	11.12912627	-0.970980629
0.387985633	PMS2	5.326783263	-0.520327924
0.046888064	PMS2CL	17.23138589	2.500410906
0.018257013	PMS2P1	22.87152525	8.529923418
0.94542792	PMS2P11	0.34256649	0.150167066
0.118437037	TRIP4	11.90884532	0.548795809
0.123314134	GEMIN4	11.67914104	-1.045565886
0.030542457	MARCKS	19.77637289	-1.016493879
0.034510807	MARCKSL1	19.04612548	-0.823284788
0.002084209	TELO2	37.11442529	-3.012142519
0.151363306	STRN	10.53057199	0.54048853
0.098130494	LARP7	12.98528597	0.655064332
0.000310722	PEG10	51.66076714	-5.608889106
0.040519433	PEG10	18.09187804	-7.732841316
0.003606583	AKR1C1	33.45143155	-1.951303893
0.839506945	AKR1C2	1.060209692	0.127196822
0.391488613	AKR1C3	5.276752002	-0.500418223
0.016488715	AKR1D1	23.50713043	-1.210511451
0.097308728	AKR1C4	13.02931384	1.368812084
0.064205506	NGEF	15.43286305	-0.713149155
0.607969502	FAM120B	2.893627608	0.169855341
0.000890736	CUL7	43.17581477	3.218666994
0.562654855	CUL9	3.318914567	0.537463975
0.002129951	TOP3A	36.99943063	-2.105370731
